"job_id","job_title","location","salary_currency","salary_min","salary_max","website","highest_ed","years_exp","continent","country","skills"
"41923","senior autonomy behavior engineer intent","United States","USD",69000,128000,"ai-jobs.net","phd",3,"Americas","United States","ANN, C++, Computer Science, Engineering, Genetics, Git, Linux, Machine Learning, PhD, Physics, Robotics, C, Programming, Optimization"
"41859","canada early talent supply chain data analyst intern summer","Canada",NA,NA,NA,"ai-jobs.net","master",NA,"Americas","Canada","Business Analytics, Data analysis, Excel, Jira, Power BI, SQL, Data science, Statistics, Communication"
"41843","data analysis and visualisation consultant","Zimbabwe","USD",44000,81000,"ai-jobs.net","master",6,"Africa","Zimbabwe","Data analysis, Data Analytics, Data quality, Nonprofit, Data collection, Data visualization, Collaboration, Data cleaning, Statistics, Programming"
"41897","junior data scientist","United States","USD",39000,1e+05,"ai-jobs.net",NA,NA,"Americas","United States","Consulting, Data analysis, Data Mining, Data visualization, Engineering, Machine Learning, NLP, Security, Splunk, Statistics, Problem solving, Leadership, Data cleaning, Programming, Unstructured data, Natural Language Processing, Project management, Collaboration"
"41918","junior data engineer reporting specialist","Greece","USD",61000,135000,"ai-jobs.net","bachelor",NA,"Europe","Greece","Agile, APIs, AWS, Azure, Computer Science, Engineering, ETL, Git, Machine Learning, NoSQL, Pipelines, Power BI, SQL, Data visualization, Problem solving, Agile methodologies, Cloud computing"
"41893","vp data scientist","United States","USD",56000,120000,"ai-jobs.net","bachelor",2,"Americas","United States","Architecture, Data visualization, Engineering, Flask, Jupyter, Machine Learning, NumPy, Pandas, Plotly, Python, PyTorch, Scikit-learn, Spark, SQL, Statistical modeling, Statistics, TensorFlow, Testing, Problem solving, Statistical analysis, Unstructured data, Data analysis, Machine learning algorithms, Collaboration, Data science, Programming, Storytelling"
"41928","etl developer capital market domain mumbai","India","USD",63000,250000,"ai-jobs.net",NA,NA,"Asia","India","Agile, Banking, Consulting, ETL, Finance, Python, Snowflake, Automation, SQL, Unix"
"41915","data engineer","United Kingdom","USD",115000,180000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","Agile, Architecture, AWS, Azure, Big Data, CI/CD, DataOps, Data pipelines, Data Warehousing, DevOps, Engineering, ETL, Finance, GCP, Git, Pipelines, Power BI, Python, RDBMS, Research, Snowflake, Data integration, Data engineering, Problem solving, Collaboration, SQL, Programming, Scripting, C#"
"41872","data analyst data protection","United States","USD",62000,135000,"ai-jobs.net","master",5,"Americas","United States","Consulting, Consulting firm, Data analysis, Data governance, Data management, Data quality, Excel, Machine Learning, Market research, Research, Security, Data science, Leadership, Communication, Data modeling, Problem solving, Data security, Data visualization, Tableau"
"41844","senior data analyst","Spain","USD",92000,130000,"ai-jobs.net",NA,7,"Europe","Spain","A/B testing, Angular, APIs, Architecture, Big Data, Data management, Data Studio, E-commerce, GCP, Google Cloud, Looker, Node.js, Qlik, React, SQL, Collaboration, Optimization, Travel, Google Analytics"
"41890","senior data scientist discovery experiences","United States","USD",129000,185000,"ai-jobs.net","phd",7,"Americas","United States","Airflow, Big Data, Causal inference, Computer Science, Deep Learning, Economics, Engineering, Flink, Genetics, Hadoop, Machine Learning, Mathematics, PhD, Physics, Python, R, Spark, SQL, Statistical modeling, Data science, Data engineering, Programming, Statistics, Scripting"
"41841","data analyst","United States","USD",42000,60000,"ai-jobs.net","master",1,"Americas","United States","Computer Science, Data analysis, Engineering, Finance, Mathematics, Power BI, Python, Qlik, R, SQL, Statistics, Collaboration, Data engineering, Data visualization, Tableau"
"41909","senior data engineer","United States","USD",73000,120000,"ai-jobs.net","master",7,"Americas","United States","Architecture, Classification, CSV, Data governance, Data management, Data pipelines, Data quality, Data warehouse, Engineering, ETL, JSON, Pipelines, Python, RDBMS, Research, SQL, Testing, Data processing, Data engineering, XML, HTML, Leadership, Communication"
"41853","senior analytics engineer","United States","USD",110000,184000,"ai-jobs.net",NA,3,"Americas","United States","A/B testing, Airflow, Architecture, AWS, BigQuery, CI/CD, Data governance, Data pipelines, Data quality, Data warehouse, Data Warehousing, ELT, Engineering, ETL, GCP, Git, GitHub, Jira, Looker, LookML, Machine Learning, MongoDB, NLP, NoSQL, Pipelines, PostgreSQL, Python, R, RDBMS, Snowflake, SQL, Statistics, Tableau, Collaboration, Curiosity, Data modeling, Programming"
"41866","senior data analyst partner development statisticsmlbi bangkok based relocation provided","Thailand","USD",92000,130000,"ai-jobs.net","bachelor",8,"Asia","Thailand","Business Intelligence, Computer Science, Data analysis, Data Analytics, Data Mining, Data visualization, Economics, Machine Learning, Mathematics, Pandas, Power BI, Privacy, Python, R, Scala, SQL, Statistics, Travel, Creativity, Collaboration, Problem solving, Tableau, Communication, Programming, Data science, Microsoft SQL Server"
